,testing_strategy,noise_level,mean_score,std_dev,n_reps,se,ci_lower,ci_upper
73,7_JaxFiveStateAgent,0.15,2.233372222222222,0.012939636419627643,10.0,0.004091872318048965,2.224115763948463,2.242628680495981
74,7_JaxFiveStateAgent,0.2,2.2086722222222224,0.01516426856634581,10.0,0.004795362772014893,2.197824357979025,2.21952008646542
75,7_JaxFiveStateAgent,0.25,2.197888888888889,0.0151202994940617,10.0,0.004781458530512656,2.1870724782252,2.208705299552578
76,7_JaxFiveStateAgent,0.3,2.192677777777778,0.011850949039688245,10.0,0.0037475991400000045,2.184200119539721,2.201155436015835
77,7_JaxFiveStateAgent,0.35,2.1976666666666667,0.012338893196813087,10.0,0.003901900630748562,2.188839954206074,2.2064933791272594
78,7_JaxFiveStateAgent,0.4,2.2140666666666666,0.007518144489875485,10.0,0.002377446036625124,2.208688510085616,2.2194448232477173
79,7_JaxFiveStateAgent,0.45,2.227311111111111,0.011785526218964006,10.0,0.003726910627555858,2.2188802535396683,2.2357419686825533
80,8_JaxFiveStateAgentDecay,0.0,2.361827777777778,0.005182039389655347,10.0,0.0016387047396019688,2.3581207701132847,2.3655347854422715
81,8_JaxFiveStateAgentDecay,0.05,2.292622222222222,0.01789475020915375,10.0,0.005658816882070034,2.2798210890791677,2.3054233553652765
82,8_JaxFiveStateAgentDecay,0.1,2.265483333333333,0.008713668448629936,10.0,0.0027555039073216504,2.259249950432113,2.271716716234553
83,8_JaxFiveStateAgentDecay,0.15,2.236011111111111,0.010697800499547588,10.0,0.003382941553265746,2.228358365644874,2.243663856577348
84,8_JaxFiveStateAgentDecay,0.2,2.2119555555555555,0.014719643380006484,10.0,0.004654759942623987,2.201425757009982,2.2224853541011287
85,8_JaxFiveStateAgentDecay,0.25,2.2015222222222226,0.014008698062246076,10.0,0.004429939293028483,2.1915010033194893,2.211543441124956
86,8_JaxFiveStateAgentDecay,0.3,2.1981,0.011941610344219457,10.0,0.0037762687617960817,2.189557486571641,2.2066425134283594
87,8_JaxFiveStateAgentDecay,0.35,2.2026166666666667,0.012766647057544407,10.0,0.004037168278532705,2.1934839575277367,2.2117493758055966
88,8_JaxFiveStateAgentDecay,0.4,2.2134888888888886,0.009369557862592352,10.0,0.0029629143514530785,2.2067863109658257,2.2201914668119516
89,8_JaxFiveStateAgentDecay,0.45,2.227466666666667,0.009770416701656272,10.0,0.003089677046618365,2.2204773316047532,2.2344560017285806
90,9_JaxFiveStateAgentNoisy,0.0,2.362061111111111,0.003881779215326851,10.0,0.001227526369433404,2.359284253541905,2.3648379686803174
91,9_JaxFiveStateAgentNoisy,0.05,2.2929222222222223,0.007095430241747148,10.0,0.0022437720542760127,2.28784645719783,2.2979979872466147
92,9_JaxFiveStateAgentNoisy,0.1,2.246366666666667,0.016591211913455865,10.0,0.0052466018789040945,2.2344980286456604,2.2582353046876733
93,9_JaxFiveStateAgentNoisy,0.15,2.2156333333333333,0.013310247503879777,10.0,0.0042090698332830955,2.206111755861019,2.2251549108056476
94,9_JaxFiveStateAgentNoisy,0.2,2.20135,0.010847554767985422,10.0,0.0034302980110253287,2.193590126783635,2.209109873216365
95,9_JaxFiveStateAgentNoisy,0.25,2.2018666666666666,0.013682596357150287,10.0,0.00432681687933176,2.1920787268707285,2.211654606462605
96,9_JaxFiveStateAgentNoisy,0.3,2.216977777777778,0.015326044966689429,10.0,0.004846520961689801,2.206014185669369,2.2279413698861874
97,9_JaxFiveStateAgentNoisy,0.35,2.2303666666666664,0.012681121273873493,10.0,0.004010122651025612,2.2212951389877253,2.2394381943456074
98,9_JaxFiveStateAgentNoisy,0.4,2.240416666666667,0.011578776822373363,10.0,0.00366153072774667,2.2321337087038846,2.2486996246294493
99,9_JaxFiveStateAgentNoisy,0.45,2.2468166666666667,0.012256910651161685,10.0,0.0038759754734848458,2.2380486009862763,2.255584732347057
